reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
gp:AOqpTOH3ky2gtitZzll0r0DSI4XM0az3NmA6lH_H23A19HO-Tm3L9qHF_9Q22LbWYv-XqYphZrcIf8ylv3RTaQ,Saanu V,https://play-lh.googleusercontent.com/a-/AOh14GjAhjCLVONEp8Buy-gBT-XmH_xCnMyWrkXBuEXA,Gr8,4,0,5.5.0.4,09/09/2020 17:15,Is there something we can help you with?,10/09/2020 12:33,newest,com.anydo
gp:AOqpTOG0xP74lxSRup6jxm7LpXQii23-s9Zaoub7RH54x8pO5LbloL27kfwBgdHFIbuP2mTeioxBygnvHXjGbA,Samwel Mafunda,https://play-lh.googleusercontent.com/a-/AOh14GgjcM8gHdjbkYUDxflbqF8zIb6zcA0yr5Yq9m4w,Excited,4,0,,09/09/2020 12:43,,,newest,com.anydo
gp:AOqpTOEJVybF5J4FIBE9f6qTxQxmHnJMMQk3Y8OP40LJRBTJ4nEim7nbWGxoFpwe5T4-wy1CHkKHMNjobLSd4w,Dennis Garcia,https://play-lh.googleusercontent.com/a-/AOh14GgVqYf6nu2jlzeZPzKWIFklctfUkpeZbZnwy42OSw,Very useful,4,0,5.4.0.6,08/09/2020 14:58,,,newest,com.anydo
gp:AOqpTOEQbIt4Mu81jbV7mAjTHAL0H_hM6RnbcIoLPCIQWjw14UbRbpb0_H8QeBEzOC-jyP1CazHQ2QsMyvI22w,NotTheWaquar,https://play-lh.googleusercontent.com/a-/AOh14GjHWwQrYB7Bvg7gitmDqJLQXwY9K4nmpM0hVQVs,Make dark theme available in the free app,4,0,,05/09/2020 18:33,"90% of the app is completely free, and unlike similar apps, we allow our users to enjoy all core features for as long and as much as they wish. Be advised that the dark theme was a part of the original Premium plan a few years back, however, we are working on adding it to the standard version in the near future, so keep an eye out :)",07/09/2020 16:41,newest,com.anydo
gp:AOqpTOF79eTDA9lKwfBrOt52M4LwHt3zjcl2oKISwXZLiC9qAyIKgAD3eK1Km52tuUrYgCPocHeAHc0mme76vw,عماد الدين,https://play-lh.googleusercontent.com/a-/AOh14GgWYKLi7YTeEode78x1pqrODaZdpej2zk_tcglLEt4,Can I import my task list from Google keep app,4,0,2.53,05/09/2020 02:49,,,newest,com.anydo
gp:AOqpTOF5hh8Z2VsdoftFrFSMqi5EtsOwk6KySV_jjJum2rKhBMvU0zNRi4eoJzSLbXtNJH3wv5XeWSLy02xsQQ,Keith Finch,https://play-lh.googleusercontent.com/-a4ouZuF1Afc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckmRpP6edqa7rs_GHbIPUf7-jEr4w/photo.jpg,Good,4,0,,04/09/2020 22:51,Thank you for your review! What do you think will make this a 5 stars review? We'll be happy to receive any feedback :),05/09/2020 23:59,newest,com.anydo
gp:AOqpTOEBGRUsTHKYYnF-zt-7niYqSDs1WgojfBaRNEXa9-Yh_XZoDrbm_ZRjVH8yDzfnHTIFI7lIAlplrJVgBw,Pauline PV,https://play-lh.googleusercontent.com/a-/AOh14GgV83u8-7SDeN60VRKhU_qu6sCiWkUytpy5Tod-Rw,It would be better if there was a voice command like Alexa.,4,1,5.5.0.4,04/09/2020 14:02,Any.do does integrate with Alexa as well as with Google Assistant. You can learn more at https://support.any.do/alexa-skill/ or just reach us at https://www.any.do/contact_form :),05/09/2020 23:54,newest,com.anydo
gp:AOqpTOFSUS6lshrWmxqSZTIW1UkgziOO08ZylIPoGZ4009P6i41EjV0J2kriXNbmeo6rFgW1UHaH3_jzOv8xKA,Binesh NS,https://play-lh.googleusercontent.com/a-/AOh14Ggk-KiCAQ1VAsjCLBFG1xhwH1rcfIbRcJsoR7bf,Thanks for the support. Battery optimiser on Xiaomi disables the autostart of the app. It works now,4,0,5.5.0.4,03/09/2020 19:54,"We are so happy to hear that! You are always welcome to reach us, we are here for you :)",05/09/2020 23:52,newest,com.anydo
gp:AOqpTOGOSzYE16RrTLhOrv8V0M9Kp_u1Qa1dwVwxlmvwI59f5pAinlU_2n6waj137tEVvKPR79e-VA_yo0dLbQ,Natalie Kelly,https://play-lh.googleusercontent.com/a-/AOh14Gil5p_bamLWgBZUQnxVayS3JGVpxPDNi-xTbV8YVsQ,Has been super helpful in organising my days. Has made getting my chores sorted so easy,4,1,5.5.0.4,03/09/2020 01:14,,,newest,com.anydo
gp:AOqpTOEal1Wv10BosZUgOrxRpg8gT9LdrhQ5XqXPnWL8VkICt9YytIckB5KqmGnnNbu7I-sFFmIRkMAr9c1ZQg,Incatnito,https://play-lh.googleusercontent.com/a-/AOh14Gg7-JGN7z4e8VYzRPVo7aCCmFbYUxzvOzULR0eQ,So far so good,4,0,5.4.0.6,31/08/2020 17:10,Thank you for your review! What do you think will make this a 5 stars review? We'll be happy to receive any feedback :),05/09/2020 23:33,newest,com.anydo
gp:AOqpTOGhLA2bP8ljDSmaXou2rIDQCXEq0UxIIas14vhxPSMVuOBip61H29Lo6NU4VRHvmpOI_vRoIHUwYXCXXA,Zeeshan Bsks,https://play-lh.googleusercontent.com/-AAAe0XkidKM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnaaidmLWlNGT7AldePpJWIZIsRXQ/photo.jpg,Good,4,0,4.19.0.6,29/08/2020 16:27,What do you think will make this a 5 stars review? We'll be happy to receive any feedback!,31/08/2020 12:33,newest,com.anydo
gp:AOqpTOHdphsAOZx-U-u7MLBEtVZ7E3rSPHsYhhGmi-i7K4I3d0G-fNdfssgERMTjJcETY9zhcMvhCx7f1IvhLw,Refilwe Moeletsi,https://play-lh.googleusercontent.com/-9cX1lnJqfCc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckEvzLQ8utzPhLmSmAY20DuG7dl0w/photo.jpg,Nice App. Able to manage my tasks,4,0,5.4.0.6,28/08/2020 03:27,"Thank you for your review! We would love to know what we could do to get to 5 stars, please contact us at Customers@any.do if you have any feedback!",30/08/2020 16:10,newest,com.anydo
gp:AOqpTOGepmU7i8i6jE70IKk-6Ue9DKR6qppS8BKu2WIPYNRv3JIwlBVKRRT6hjEI9YinFA4Pu_UAuFNiDPhxmg,M J,https://play-lh.googleusercontent.com/-dmeOW3Wmm_0/AAAAAAAAAAI/AAAAAAAAClM/AMZuucno4VLCrfKYt6twbZ5IZxbGcafQ6g/photo.jpg,I like this app. It helps me to accomplish my tasks very comfortably. A must have apps for productivity. Thank you,4,2,5.4.0.6,27/08/2020 13:54,"Thank you for your review! We would love to know what we could do to get to 5 stars, please contact us at Customers@any.do if you have any feedback!",30/08/2020 16:04,newest,com.anydo
gp:AOqpTOHD0Imbm2Y8xnqlP78YWY9McBucyNQwM5sPe8BJ593S-PvZD4NdOlXhc9d7Ptvew4JFmqPPcSDkEqngNQ,YUSUFF AWOSANYA,https://play-lh.googleusercontent.com/a-/AOh14Gh-RVApZmIGNBikpIyzX7VrzDe6K6u1HqZTPL5juQ,Decent app,4,0,5.5.0.4,27/08/2020 02:22,,,newest,com.anydo
gp:AOqpTOGQxjaNRr3JbsVt7nHW_FyWxem9cj5TCqboYAd4lAdbfFmxyd0y7ot_Lgr4KSm4d3EMlv2KJxHmD2_lmA,"Krishan Gautam 8 D, 11",https://play-lh.googleusercontent.com/a-/AOh14Gggg_JG2PCeQmpl24NJb9kFY9zcOIVSyfk4aubN,It helps me to remember what to do as I forget sometimes. It's a nice application but there would be a slight change in it. There must be a ringtone to remember not any message. As people see calls not messages as my opinion.,4,4,5.4.0.6,23/08/2020 13:07,We recommend checking out our WhatsApp integration that allows you to receive notifications as WhatsApp messages. You can learn more about it at https://support.any.do/whatsapp-reminders/. Or contact us directly for more info at https://www.any.do/contact_form :),26/08/2020 14:05,newest,com.anydo
gp:AOqpTOGZWTCw596SCmzmeM-zb8-xMjQ9zR7Jwk1cuwbktgdMjaMbtEGUdUjQqnVO8xAEjPXfPg-YDxeKBINguQ,Vignesh B,https://play-lh.googleusercontent.com/a-/AOh14GhIGSFYrU-6-k1Rn23TFgE6mKgRksnRhJ5AD_j7HR0,"This app is brilliantly developed with all necessary features. But few things disappoints us. We cannot set sound notification, it pop-ups only if we are using mobile. Sometimes it doesn't remind us the scheduled activity even in notification. If these bugs are fixed I'll definitely go for paid version with five rating.",4,92,5.4.0.6,22/08/2020 23:23,This sounds odd! Please contact us at www.any.do/contact_form so we could assist you in resolving the issues you are having :),25/08/2020 13:03,newest,com.anydo
gp:AOqpTOGL09v5Ns8JhsaU6CIzDZ8moVgIhJptVntIG7ImHqoKtgmZfjFu2gP24fmfx65JLS7H-oQBVfDtjgX-qA,ITK,https://play-lh.googleusercontent.com/a-/AOh14GjCCB90eDXJBxClnss4WuReU3-ejXmLLCntI0-H,Getting better with each up date.,4,0,5.4.0.6,22/08/2020 16:09,"Thank you for your support! We would love to know what we could do to get to 5 stars, please contact us at Customers@any.do if you have any feedback!",25/08/2020 13:00,newest,com.anydo
gp:AOqpTOHMB3XlYSX3uWj7Uqob5jQMt6WgtL5tmxHMVTsCJSuNnk_Z4KIqGx2gbdR_Do_5ifVvpXpytCW8JorLkA,Gianfranco BAMBA,https://play-lh.googleusercontent.com/a-/AOh14GgE8nrNoDuzThscDPNWpJS8sFqndnw8FOXJWg3nHg,App parfaite si vous voulez vous tenir à jour et savoir où vous en êtes avec vos tâches/missions. versions gratuite avec quelques publicités mais rien de vraiment méchant. A tester absolument !,4,0,5.4.0.6,22/08/2020 03:32,,,newest,com.anydo
gp:AOqpTOG5ElXjuzO1roYsl6-HK1KTn_Pjvm2hi35sYYLrbVadMZGDBeRqidVnEyqG0h2K-9Dj_Ye9atLUIMiDpA,Rana 526,https://play-lh.googleusercontent.com/a-/AOh14GhBE73UCXAoTL5YIPbCC5iPBlfNQCgfhTPzhOPXXQ,Love it,4,0,5.4.0.6,21/08/2020 20:54,"Thank you for your review! We would love to know what we could do to get to 5 stars, please contact us at Customers@any.do if you have any feedback!",24/08/2020 16:07,newest,com.anydo
gp:AOqpTOFBL-8MHDmLj3aAQawsWgJDRdKwPEGRPaytIRihNkWe33jeXFhWGvZJdrEXlsU0IeNzJmCwVaV4lY39_A,Seenu Vasan,https://play-lh.googleusercontent.com/a-/AOh14Gi4frN_VTEmCDGcVBHSNYRhNZx5_rRXFVgIotuOwA,Super,4,0,5.2.0.23,21/08/2020 14:38,"Thank you for your review! We would love to know what we could do to get to 5 stars, please contact us at Customers@any.do if you have any feedback!",24/08/2020 16:06,newest,com.anydo
gp:AOqpTOEJe4ER2vTkXpOWdaeAJIt9-RbC0bw-Cch4RtUnr2HtCC6wZyVNJiFSrznwsJkijswvrLM0HZ6LvQ3Fyg,Aman Sabet,https://play-lh.googleusercontent.com/a-/AOh14GiRrsCJyGbzz02_dMFMeTAP7WEEWaAFYA_qMoUXLA,Any.Do moment new colored style isn't good.,4,0,5.4.0.6,20/08/2020 08:46,,,newest,com.anydo
gp:AOqpTOG4iP1ZEi983kHyo-_ZUOEqWJrGO7rnrQZUxdMa2aE16Sj0NfTd5TTM7a3jxcRhEM3Vo__wCJvTJ64S9Q,Rarejaunt,https://play-lh.googleusercontent.com/a-/AOh14Giivaa4hmMG34_b-1057s6KGxvGI0JXK2KO9o_fQgE,This app was great a year or two ago. They spam you now with premium service purchase requests (which are costly) and have restricted all the good options to their premium service.,4,0,5.4.0.6,18/08/2020 09:30,This sounds very odd! Please reach us at https://www.any.do/contact_form so we could further assist you.,13/08/2020 11:32,newest,com.anydo
gp:AOqpTOGQJX4P2lcb8h_qofJYEt2kbAwb-S5HNV2hCNnmJGDaKz2zuYSREc3Z6AOIxN7GjhUFkWAJd7eQqDEhxQ,Jyoti Vishwakarma,https://play-lh.googleusercontent.com/-AK9XW52vAlo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckqvmx77UHajUtWbM9gQsK6zmK93w/photo.jpg,Help you alot to plan your day,4,0,5.2.0.23,17/08/2020 17:23,"Thank you for your review! We would love to know what we could do to get to 5 stars, please contact us at Customers@any.do if you have any feedback!",18/08/2020 02:42,newest,com.anydo
gp:AOqpTOGIRoAbNH58lZ3GPV97JefijUCVBU7bEaAdPdhvpeJUTKGjW8JOFM6rxxhLDitEIX9jARoJ5KAUgkQ0jQ,watson tanganyika,https://play-lh.googleusercontent.com/a-/AOh14Gjfep9JKK4xE2hEzXAIAbXZi5_Yw-yqiCIh7Ejpjg,Great app. I really like the integration with other apps like Gmail and Trello etc. My only problem is it sometimes doesn't show notifications.,4,2,5.2.0.23,17/08/2020 12:07,"We are unaware of any issues with the Reminders, so that's odd. Please make sure to follow this troubleshooting article on our Help Center at- https://support.any.do/why-did-my-reminders-stop-working/. If you're still experiencing any issue, our team will be happy to look into it for you, should you submit a bug report via Settings - Support.",18/08/2020 02:40,newest,com.anydo
gp:AOqpTOGp8gx3pDjQRntrU0B110kh6mb4T1BKQSdmZQtvxUexeszhSqmv6nWdghG-t9_1ZV_8I4Ts_Pgc0lyNTA,cintya frake prastudewi,https://play-lh.googleusercontent.com/a-/AOh14GjvtgRBIksZjIVEimyWV1h_RiUVgc7AkknIsBEBBQ,Good app,4,0,5.4.0.6,16/08/2020 23:48,"Thank you for your review! We would love to know what we could do to get to 5 stars, please contact us at Customers@any.do if you have any feedback!",18/08/2020 02:33,newest,com.anydo
gp:AOqpTOHYSpmWSbv6P4WmYEeS4GvEpqveY8CEod2Gw80tntL0r_4dezMVtrgHBmbNoWUuu-NGZNYlVmy27Ro0gw,Yves Mukandama,https://play-lh.googleusercontent.com/a-/AOh14GhUNCdd2yanq5ATcyaPCDUhuVPtXQUze61VgJNV,It's great,4,0,5.4.0.6,15/08/2020 11:02,"Thank you for your review! We would love to know what we could do to get to 5 stars, please contact us at Customers@any.do if you have any feedback!",16/08/2020 13:28,newest,com.anydo
gp:AOqpTOHGjcjXK4itQjHvaSPLCwKNe_e9Wy4xBooSTzrBGryzD1S4dY4MxDj38lRBPgeCEMmFaWWsGp_-W14Iuw,Tony R.S. Suarez,https://play-lh.googleusercontent.com/a-/AOh14GhfoNmka-uq4PMI4wzkTvr46vpT5XBE1V5Cdqh-,TonyR.Suarez penaurree,4,0,,14/08/2020 09:57,,,newest,com.anydo
gp:AOqpTOH3fjDkhjEaFFlDFmKNHCjfLtMKQHHSlaXtu6ebiQRBVYZd_PnlKDq_H0hLykNeBIuOSk3dSU7J3fbIuA,sharman a,https://play-lh.googleusercontent.com/-BaMNL54ugM0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucneZseF-UQiDRzIK1FUD1J9vooNiw/photo.jpg,Good,4,1,5.2.0.23,13/08/2020 18:20,"Thank you for your review! We would love to know what we could do to get to 5 stars, please contact us at Customers@any.do if you have any feedback!",16/08/2020 13:14,newest,com.anydo
gp:AOqpTOHjiSZV44CFtBdfbMQp3hSmECuoROOMZHCQVW3-zOcx7N8TlIzN9bQd8BvCluodKgf6V0fVg68G7CNwQg,Thecaster230,https://play-lh.googleusercontent.com/a-/AOh14GjbZ_LLJrnvJ7X7HtjXnqUoTkWMh-mL6WQXXSr_,Amazing app pretty good to remember you what you should do :3,4,0,5.2.0.23,12/08/2020 09:34,"Thank you for your review! We would love to know what we could do to get to 5 stars, please contact us at Customers@any.do if you have any feedback!",13/08/2020 11:33,newest,com.anydo
gp:AOqpTOGbYwo9ICxJLVyllERpYAmYN1Wj7u7EkXX3uTQoiPrWMrnQQYzXxP-sHSQUq8MyR5WKkiIQCyfGrwmrow,nisar eahmad,https://play-lh.googleusercontent.com/-EaWIIbp2d_8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl-Ti2E1Zv70rWQKd0a4p_j6qmRUg/photo.jpg,Nice,4,0,5.2.0.23,10/08/2020 09:14,"Thank you for your support! We would love to know what we could do to get to 5 stars, please contact us at Customers@any.do if you have any feedback :)",12/08/2020 11:47,newest,com.anydo
gp:AOqpTOF8TpzsHei0EMiowAhRjZ2jJZwPz9DUUVaF5mUC8mH3lZqquo7Cj15pryyprX7_ZEXDzzYeNcPRLkTGtQ,Ksanbah Lyngwa,https://play-lh.googleusercontent.com/a-/AOh14Giemzw6Tm4grCMiZv4ZOKi_PyCRmbKpk7c7DxHd_w,Interesting but personally not needed.,4,0,5.2.0.23,09/08/2020 02:01,,,newest,com.anydo
gp:AOqpTOFspfP2zit-S27zb4VNkMwXaAQWHkProRuFS6Zc_ozZDedHWsu1jkrB3EVuKQUAgN-yHlDMgU7RE0CJNw,rmqel,https://play-lh.googleusercontent.com/a-/AOh14Gh61vgHiAhNxiCORCeNjnlcPZ4JtVk-QfYHaPu2,Good app but eventually stopped using it as it didn't fit my needs exactly.,4,2,5.2.0.23,06/08/2020 03:48,,,newest,com.anydo
gp:AOqpTOFS7yparUIcxi7h4AThP_jPfOYmM3iYxND066tVEkOqSNmyQk8iGV_2EOnJ668xn0dlGFoEC6fhF05Rgw,Success Life,https://play-lh.googleusercontent.com/a-/AOh14GiifvHJ3gLHKV722KkT9BY_8i2F9-R_uyCdcoWRmQ,Ol,4,0,,05/08/2020 21:53,,,newest,com.anydo
gp:AOqpTOEFmtTdn2dYyidtqlhFABJYsFIrWAvagr2ezoB2vFojdEC5MTlQqNinIkhyAaNB_fdq3gfjPjdDxK3A6w,Sam Piper,https://play-lh.googleusercontent.com/a-/AOh14Gh0wZE6MKyT0eOexbX89oTwmgg6uNToLbvFeaFjvA,"I'm trying to use this a family organiser and so far so good. The only feature I'd really like is to share reminders - is that possible? E.g. if I set a task in a shared list, I'd like everyone to receive a reminder for that task (or at least the person who has been assigned). As it stands, you can only set up reminders for yourself.",4,12,5.2.0.23,04/08/2020 17:12,"Any.do allows you to share both lists, and tasks with other users, however, we believe in a independent workflow, and allow users to independently set reminders per their own schedule. To learn more about collaborating, visit our Help Center- support.any.do/collaborating-on-shared-items. For questions, contact us at- www.any.do/contact_form",10/08/2020 12:59,newest,com.anydo
gp:AOqpTOFwkunAklS2QUD6BM2zAEXw9PUDELocD5cxlzYkQOktPGwN75fSlBj8k_Ao8MRx5w2wbURFBVIJ7Zw4fA,Daniel G.,https://play-lh.googleusercontent.com/a-/AOh14GhLZVXr8aJF-nDmja95G6fGuz2vikQaAiIagy0ZRh8,"If it wasn't for the fact that the app doesn't offer separate widgets for Work Profile (I personally really need this), I'd give it 5 stars :)",4,3,5.2.0.23,04/08/2020 08:41,,,newest,com.anydo
gp:AOqpTOEWNKjh77KRRRUYJ8dwtvJelsV3rHByZLU0O0XNi7Z9HQUmWPfinuN1JkwUbbLXGfalhWYZe7k9thQiqQ,Samiksha,https://play-lh.googleusercontent.com/-Dsh-mF93ins/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckjAhZ8HIS6aavGBzjza-13m2Ey_w/photo.jpg,Will be happy if this app comes with time duration..other that this is a perfect app with which one can easily create tasks,4,2,5.2.0.23,03/08/2020 22:10,,,newest,com.anydo
gp:AOqpTOGPD-asKLKhOCyrzLq3p77l3ZujmZsj6BEN79sSceA_dZyIbflGUi-J0CbpaZgZVVM3xGrzgIwfZ0497w,Becky Bernitt,https://play-lh.googleusercontent.com/-2xqO2JemGwY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclVyqKMBVzSR2Jc_yKsScnBIRRkMg/photo.jpg,"I love the app, 8have been usinfg it for quit a while now, the only thing I font like is that it only has a list option, though I wish to make a morning routine on it, please see this and fix it, thank you!",4,0,,03/08/2020 06:16,,,newest,com.anydo
gp:AOqpTOFZcSt-3n0wLCgRZwc8owkfXhOR1zcmSWqtu5aK4Mtn4acVWjAFcDgAAfwuPVW3V5H5UYGBtGQAb1k-Dw,V. Sasi Kumar,https://play-lh.googleusercontent.com/a-/AOh14GjDFDSt0kNc6YxsicHL3HI5-Bu-X4Up_lTlEfUd8w,It has been very useful for me.,4,0,5.2.0.23,31/07/2020 20:25,How do you think we can make this a 5 stars review? We'll be happy to receive any feedback!,09/08/2020 12:38,newest,com.anydo
gp:AOqpTOEkFTpZmXSKJrX1tIWHBfCgrTKWucq1ES9DrMYBzPox2X8BdvwFS-brSb28ENzi2LpWXN_MWWhER-WiKA,Haran G,https://play-lh.googleusercontent.com/a-/AOh14GiS9CHLtl5TGfpZrwSnEPcP8F1MEyTdVP5w_qQaVA,Its great for quick reminders with events just weird its 30 min before by default i wanna change that alsoo every 3 and 6 months reminder be USEFUL and a must pls like toothbrush replace reminder.,4,1,5.2.0.9,29/07/2020 22:27,"Hey Haran, you are welcome to reach out to us at so we could further assist you in resolving this matter at  www.any.do/contact_form :)",05/08/2020 13:16,newest,com.anydo
gp:AOqpTOELZ80EaLZcVa7dOZ0-84c672EWTEDIwxm0qWEVldsYH-sjgpBZjRlg9C_FgqP5eamBVXvQPVeTq8kpTQ,Mahendar,https://play-lh.googleusercontent.com/a-/AOh14GgLAlI3Wg4mioc0hPhpAZObx6fdqj1Fsk43Rzv90oE,Adding Habit Tracker would be useful.,4,1,5.2.0.23,29/07/2020 18:32,"Thank you for your feedback, this suggestion was already added to our UserVoice forum and you are welcome to vote for it here: https://bit.ly/3fy2xw2",05/08/2020 12:32,newest,com.anydo
gp:AOqpTOEzNPCHaTAukNsfL9JWpgiLqsLA-qdtArxm8FP9muwFsCEQgwfKWVH8VNstOL0Z12QjQmN-vsF8BnpDow,Magic D,https://play-lh.googleusercontent.com/a-/AOh14Giuurk9GeNvfoh-gatZ56Z0DIeG8gt7g7qdgc-wov8,"Love the app, but frequent changes to the UX are frustrating. I manage to get used to changes, develop some muscle memory, and more changes come. The new snoozing experience is very slow! It may be flashy, but it's just painfully slow, it's an added inconvenience. Please at least make it an opt-in feature.",4,40,5.2.0.23,27/07/2020 17:11,Thank you for your feedback! I will make sure to pass it to our Product Team for further consideration :),04/08/2020 12:52,newest,com.anydo
gp:AOqpTOHL3lsp6B-fdkfjeNMl_Y_59ZNcNt03CFSTA1gucg1YBkzKcxon7FpdwF2BMNrYTRpWS-5sS0VE4R43Yg,Daniel Moore,https://play-lh.googleusercontent.com/a-/AOh14Ghuea2Pagw7XIyq6r_ibTMQP7O0VcZInzMga_hRyA,"This is my favorite to-do type of app, it's gorgeous on an oled display, but I really wish there were a better way to set up repeatable checklists. To start a good habit I find the reminder to do it everyday very helpfyl, but even better is tracking how many times I actually did after a week and when. This app allows repeat events with notifications but doesn't track time completed or show completed or incomplete events on Cal or Google calendar so making schedule adjustments is a chore.",4,21,5.2.0.23,26/07/2020 04:37,Thank you for the suggestion. You can also post your idea on our UserVoice page: http://anydo.uservoice.com. Other users will be able to vote for your idea and give it some extra power so we can make sure to look into implementing it!😃,03/08/2020 10:26,newest,com.anydo
gp:AOqpTOF-oI3VYXJCPdc5_zIRrA-axyFqibX1kU3yHxZrQmdW8XrXRtJXJX9zzGB6YggacM2UafzfBcGASrVYiQ,K J,https://play-lh.googleusercontent.com/-qJ9GcrIFKmM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclbUZJ82jgD3daGRBijJk35dqcoFQ/photo.jpg,Easy to use interface... Premium account links into other APPS,4,2,5.2.0.23,26/07/2020 03:38,"Thank you for your review! We would love to know what we could do to get to 5 stars, please contact us at Customers@any.do if you have any feedback!",03/08/2020 10:24,newest,com.anydo
gp:AOqpTOEApDa53Y6RMg8_re6D-2M3Z-f4kqef1rsRSKsedVZeNc1NnwJzibGPxbBz2iq29XeqdogsQgKr_TRe3w,track hawk,https://play-lh.googleusercontent.com/-6j2SeYDeFvs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclHItUdRNzieMcaBtvczEYc4_gnEg/photo.jpg,"Relocate the *Delete Task* & *Mark as Done* tabs. I have a Galaxy Note 10+, and, quite likely w/ other phones, when i motion to press my *navigation button* on the bottom right or the *open application button*, on the bottom left, i am frequently accidentally tapping the *mark as done* or *delete task* tabs and have to to manage or recreate my my task details that I was already working with. Aside from being increasingly frustrating, aggravating, and annoying, this becomes a time waster.",4,0,,25/07/2020 17:55,,,newest,com.anydo
gp:AOqpTOEJ4VCEJK165hWfcR9JxKzeZ7SvwwaVamZVGy_4lxiLwmefdkXnMo37WzjTOjd6JJcNl_RSR3arjbl7vw,Nathan T.,https://play-lh.googleusercontent.com/-_gIxpXuntNI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmI0s67Has6CCIjJHPJDHdthC_lJQ/photo.jpg,"Honestly, needs a lot more features for me to be worth paying premium for (I tried out the free trial). The deal breaker for me was the fact that I can't set custom alerts for calender events.. maximum I can do is 2 days before event.. why can't I customize it (i.e 2 weeks or 10 days)? Then they need other things like automatic dark theme switching. Other than that, it's a nice productivity app. Love that it combines tasks and events into the calendar",4,27,5.2.0.23,23/07/2020 22:39,"Any.do is a free app. We provide 90% of our features at no cost, including all core features. Please note that event notifications can be set up to a week prior to the event. Additionally, the dark theme is available for Premium users at this time, however, we are working on adding it to the standard version in the near future.",27/07/2020 11:21,newest,com.anydo
gp:AOqpTOEGvaHmCjk5o8unCZYdJY6iVEx29A240cH7_ACS6k62ppJSO-cLTjSLt4f9dEjMuKdMbAeDKeHu4pIrlg,Marek Roter,https://play-lh.googleusercontent.com/a-/AOh14GiGks81mL0D6FWNXoN6CKgSBmy-xx4ykn0Pykcwig,Nearly perfect for daily usage. Is there a way for widget do display tasks hours I think this would be massive help for the users?,4,2,5.2.0.23,22/07/2020 17:11,"Thank you for your feedback. We truly value our users input, and our Product team is always adding user suggestions to our roadmap. The suggestion you posted has already added to our UserVoice forum, and you are welcome to vote for it here: https://bit.ly/3eRkuFz. The more votes a suggestion gets, the more likely it is to be added in the future!",23/07/2020 21:57,newest,com.anydo
gp:AOqpTOEV_aH3Cp3-oD6giw2HIlZYJoSY9aJJl9JoiOgYMpdyndWE2X-i1op5U9EKzTQe5fSgUbbpSnDLclCeRA,Tom Land,https://play-lh.googleusercontent.com/a-/AOh14Ggn7r9zgZE7pyQqX1jQ3j9f3zgIYnyYtGEn6D8e,"Clean, simple interface. Generally fast and easy to add things as I think of them. However.....I wish the app didn't think it was so smart. I find the auto-spelling annoying. Putting in 8-10 ft. electric cord under lists was automatically interpreted as August 10th. And the assumptions about categories for shopping lists is annoying. 5 different things to get a hardware store end up in 4 different categories. Changing the categories for shopping lists is not easy to manage (and why do they show up under Tasks at all?)",4,6,5.1.1.13,21/07/2020 22:12,"Sorry about that! Please note that you can disable the Smart Type reminder, by clicking on the highlighted time that shows in blue. As per the categories, when each item is added, it is filed under a relevant category, or a new one is generated accordingly. At this time, please note that categories can not be added manually or edited.",23/07/2020 21:19,newest,com.anydo
gp:AOqpTOHrd1ywB91QOVyEP4_0_-DB_vd0V3jo-hhok0NYdfdc7Gf46j8T3D8c4dx2Z5FR6z3mTbT5unLeDofhbQ,Lakshya Thapa,https://play-lh.googleusercontent.com/-b9GoSYKj9nU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmrc67FgXhV3CsbAvt8tAORlGhAyQ/photo.jpg,"A perfect app to prioritize daily tasks, yet the U.I is still not up to mark.",4,3,5.2.0.23,20/07/2020 21:04,"We'd love to get your feedback about what specifically you liked or disliked about the UI, by writing to us at https://www.any.do/contact_form. We're constantly trying to provide the best possible app for our users, and feedback like yours help us do so.",22/07/2020 20:17,newest,com.anydo
